ChatGPT
"

Overall Sentiment Analysis:

Cleaniness: The overall sentiment percentage for cleaniness has been steadily decreasing from 45.73% in 2015 to 51.68% in 2020. This could be due to the lack of regular cleaning and maintenance that is required in the premise. To improve this, more stringent and regular cleaning routines should be implemented to ensure a higher standards of cleaniness. 

Amenities: The overall sentiment percentage for amenities has seen a steady increase from 0% in 2015 to 77.93% in 2020. This could be due to the increased availability of amenities and the improved quality of the amenities provided. To continue to improve this, the variety of amenities should be increased and the quality should be continually monitored. 

Location: The overall sentiment percentage for location has seen an overall increase from 59.27% in 2015 to 66.39% in 2020. This could be attributed to the improved access to the location and the improved accessibility. To continue to improve this, the area should be regularly monitored to ensure it is safe and accessible for all patrons. 

Services: The overall sentiment percentage for services has seen an overall increase from 0% in 2015 to 62.02% in 2020. This could be due to the improved quality of services and the efforts taken by personnel to provide better service. To continue to improve this, more personnel must be hired to ensure adequate staffing is available and staff training should be improved to ensure better customer service. 

General: The overall sentiment percentage for general features has seen an overall decrease from 0% to 54.36% in 2020. This could be due to the overall lack of upkeeping of the premise and the lack of attention given to customer needs. To continue to improve this, more personnel should be hired to manage customer feedback and enquiries and the overall ambience of the area should be improved to make it more appealing to patrons. 

Value: The overall sentiment percentage for value has seen an overall decrease from 0% to 48.72% in 2020. This could be due to the increasing price of services and goods in the premise. To continue to improve this, prices of services and goods should be monitored regularly and discounts should be implemented when appropriate."
